category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Group
Metabolism,Global and overview maps,dosa01230,Biosynthesis of amino acids,71/728,178/3900,0.398876404494382,2.1368378812199,7.43697071284844,1.11855642262116e-11,1.42056665672887e-09,1.17742781328543e-09,Os09g0535000/Os11g0538900/Os03g0617900/Os08g0342400/Os03g0136900/Os10g0405600/Os03g0106400/Os12g0624000/Os02g0232400/Os03g0299900/Os12g0625000/Os11g0148500/Os08g0154300/Os01g0232700/Os11g0455800/Os06g0133800/Os08g0439000/Os04g0486600/Os03g0248600/Os06g0564500/Os01g0871300/Os06g0564700/Os03g0330200/Os04g0677500/Os10g0167300/Os01g0874900/Os02g0440000/Os01g0927900/Os08g0135900/Os05g0573700/Os06g0265000/Os06g0548000/Os05g0429000/Os01g0848200/Os01g0276500/Os11g0171300/Os01g0375200/Os06g0709000/Os08g0126300/Os01g0654500/Os02g0797500/Os04g0650800/Os12g0235800/Os12g0623900/Os01g0817700/Os03g0264400/Os07g0300900/Os04g0508200/Os03g0223400/Os06g0225800/Os03g0305500/Os04g0406600/Os09g0539100/Os01g0191700/Os01g0978100/Os12g0138900/Os09g0294000/Os12g0145700/Os03g0256400/Os05g0194900/Os06g0136600/Os03g0797000/Os03g0266200/Os10g0390500/Os06g0617800/Os03g0231600/Os08g0559600/Os03g0431200/Os01g0293000/Os05g0135700/Os10g0571200,71,Ksucc
Metabolism,Global and overview maps,dosa01240,Biosynthesis of cofactors,45/728,190/3900,0.236842105263158,1.2687969924812,1.81965882806638,0.0451848532252328,0.01,0.01,Os08g0245400/Os06g0109600/Os10g0369000/Os03g0106400/Os03g0268400/Os09g0446800/Os01g0687800/Os10g0502400/Os11g0600900/Os11g0455800/Os11g0186200/Os05g0474600/Os01g0874900/Os07g0616200/Os06g0196600/Os12g0236400/Os08g0248800/Os03g0313600/Os05g0429000/Os04g0662700/Os04g0540600/Os01g0337900/Os03g0679700/Os06g0270900/Os02g0196900/Os09g0553200/Os01g0654100/Os12g0507000/Os12g0443500/Os12g0443600/Os03g0757900/Os02g0473000/Os01g0951200/Os03g0563100/Os03g0231600/Os02g0134400/Os07g0167100/Os03g0321800/Os11g0591100/Os10g0417600/Os03g0117200/Os01g0293000/Os05g0135700/Os02g0592200/Os07g0179400,45,Ksucc
Metabolism,Carbohydrate metabolism,dosa00010,Glycolysis / Gluconeogenesis,42/728,112/3900,0.375,2.00892857142857,5.18967504323475,1.59960445465513e-06,6.77165885804006e-05,5.61264720931626e-05,Os09g0535000/Os03g0293500/Os01g0742500/Os07g0693100/Os08g0440800/Os10g0405600/Os11g0148500/Os12g0616900/Os08g0439000/Os04g0486600/Os03g0248600/Os11g0186200/Os05g0474600/Os03g0330200/Os04g0677500/Os10g0167300/Os07g0410100/Os08g0345700/Os11g0210600/Os03g0432100/Os10g0204400/Os05g0469600/Os02g0815500/Os11g0171300/Os07g0197100/Os03g0712700/Os04g0540600/Os01g0337900/Os03g0645100/Os09g0509200/Os08g0126300/Os06g0270900/Os11g0210300/Os01g0817700/Os01g0191700/Os12g0145700/Os05g0194900/Os06g0136600/Os03g0266200/Os09g0465600/Os06g0246500/Os10g0571200,42,Ksucc
Metabolism,Amino acid metabolism,dosa00270,Cysteine and methionine metabolism,33/728,94/3900,0.351063829787234,1.8806990881459,4.14030942703392,9.9302685568443e-05,0.00315286026679806,0.00261322856759061,Os09g0453800/Os11g0455500/Os02g0773300/Os08g0342400/Os03g0106400/Os01g0178000/Os12g0624000/Os12g0625000/Os06g0564500/Os06g0564700/Os03g0773800/Os12g0632700/Os01g0927900/Os06g0548000/Os03g0171900/Os02g0797500/Os03g0338000/Os07g0630800/Os04g0650800/Os12g0623900/Os07g0408700/Os07g0300900/Os01g0978100/Os03g0376100/Os03g0307200/Os03g0307300/Os09g0294000/Os10g0422200/Os12g0607000/Os03g0231600/Os01g0290600/Os01g0293000/Os05g0135700,33,Ksucc
Metabolism,Carbohydrate metabolism,dosa00620,Pyruvate metabolism,28/728,79/3900,0.354430379746835,1.89873417721519,3.86573431252154,0.000276100389552758,0.00580819073901204,0.00481408266805805,Os11g0148500/Os12g0616900/Os11g0186200/Os05g0474600/Os04g0677500/Os03g0773800/Os07g0410100/Os12g0632700/Os11g0210600/Os01g0723400/Os03g0432100/Os10g0204400/Os02g0815500/Os04g0540600/Os01g0337900/Os03g0645100/Os09g0509200/Os06g0270900/Os11g0210300/Os07g0630800/Os08g0562100/Os01g0188400/Os12g0138900/Os12g0145700/Os01g0743500/Os05g0186300/Os06g0246500/Os10g0571200,28,Ksucc
Metabolism,Carbohydrate metabolism,dosa00520,Amino sugar and nucleotide sugar metabolism,27/728,108/3900,0.25,1.33928571428571,1.71284871139703,0.01,0.01,0.01,Os01g0742500/Os03g0832600/Os02g0605900/Os03g0268400/Os08g0206900/Os11g0600900/Os01g0837300/Os09g0526700/Os05g0387200/Os05g0595100/Os07g0197100/Os03g0712700/Os09g0323000/Os04g0660400/Os09g0553200/Os12g0443500/Os12g0443600/Os03g0757900/Os04g0608100/Os01g0894300/Os06g0702500/Os09g0465600/Os06g0701200/Os07g0195400/Os11g0591100/Os10g0417600/Os03g0413400,27,Ksucc
Metabolism,Global and overview maps,dosa01210,2-Oxocarboxylic acid metabolism,26/728,70/3900,0.371428571428571,1.98979591836735,4.0028656094248,0.000191482361047771,0.00486365197061337,0.0040312076010057,Os11g0538900/Os03g0617900/Os03g0136900/Os03g0106400/Os02g0232400/Os12g0616900/Os07g0410100/Os01g0927900/Os05g0573700/Os06g0548000/Os01g0337900/Os03g0645100/Os09g0509200/Os03g0171900/Os01g0654500/Os02g0797500/Os03g0338000/Os07g0300900/Os04g0508200/Os12g0138900/Os10g0390500/Os03g0231600/Os08g0502700/Os08g0559600/Os03g0431200/Os06g0246500,26,Ksucc
Metabolism,Global and overview maps,dosa01250,Biosynthesis of nucleotide sugars,26/728,77/3900,0.337662337662338,1.80890538033395,3.4341293998699,0.0010525932570773,0.0133679343648817,0.0110799290218663,Os01g0742500/Os03g0832600/Os03g0268400/Os08g0206900/Os11g0600900/Os01g0837300/Os09g0526700/Os05g0387200/Os05g0595100/Os07g0197100/Os03g0712700/Os09g0323000/Os04g0660400/Os09g0553200/Os12g0443500/Os12g0443600/Os03g0757900/Os04g0608100/Os01g0894300/Os06g0702500/Os05g0561500/Os09g0465600/Os06g0701200/Os07g0195400/Os11g0591100/Os10g0417600,26,Ksucc
Metabolism,Carbohydrate metabolism,dosa00500,Starch and sucrose metabolism,26/728,125/3900,0.208,1.11428571428571,0.622105718440091,0.01,0.01,0.01,Os02g0534400/Os01g0742500/Os03g0340500/Os06g0194900/Os08g0473900/Os07g0624600/Os07g0197100/Os06g0133000/Os03g0712700/Os07g0656200/Os09g0553200/Os03g0141200/Os06g0676700/Os08g0414700/Os01g0851700/Os03g0703000/Os08g0509400/Os04g0474500/Os03g0736300/Os06g0726400/Os01g0894300/Os03g0703100/Os07g0662900/Os03g0224300/Os09g0465600/Os06g0713800,26,Ksucc
Genetic Information Processing,Folding, sorting and degradation,dosa03018,RNA degradation,24/728,86/3900,0.27906976744186,1.49501661129568,2.22358825799601,0.0222745269149912,0.01,0.01,Os10g0405600/Os03g0166800/Os04g0504800/Os02g0102900/Os08g0439000/Os03g0248600/Os03g0278500/Os10g0503700/Os10g0167300/Os10g0412100/Os10g0462900/Os02g0774300/Os12g0277500/Os05g0540300/Os03g0143400/Os01g0191700/Os10g0548200/Os03g0113700/Os01g0209500/Os05g0194900/Os06g0136600/Os03g0266200/Os04g0613400/Os07g0565200,24,Ksucc
Metabolism,Amino acid metabolism,dosa00260,Glycine, serine and threonine metabolism,21/728,54/3900,0.388888888888889,2.08333333333333,3.83998974143046,0.0003804635846565,0.00580819073901204,0.00481408266805805,Os08g0342400/Os06g0611900/Os01g0711400/Os08g0424500/Os11g0455800/Os03g0330200/Os01g0874900/Os01g0927900/Os08g0135900/Os04g0107200/Os05g0429000/Os01g0337900/Os03g0171900/Os03g0338000/Os04g0650800/Os01g0817700/Os04g0555900/Os07g0300900/Os09g0294000/Os03g0797000/Os08g0502700,21,Ksucc
Metabolism,Energy metabolism,dosa00710,Carbon fixation by Calvin cycle,20/728,64/3900,0.3125,1.67410714285714,2.60468575343585,0.0101684062773737,0.01,0.01,Os09g0535000/Os04g0459500/Os08g0154300/Os06g0133800/Os04g0486600/Os03g0773800/Os12g0632700/Os01g0723400/Os03g0432100/Os10g0204400/Os06g0548000/Os11g0171300/Os08g0126300/Os07g0630800/Os08g0562100/Os01g0188400/Os03g0129300/Os01g0743500/Os05g0186300/Os10g0390500,20,Ksucc
Metabolism,Carbohydrate metabolism,dosa00630,Glyoxylate and dicarboxylate metabolism,20/728,66/3900,0.303030303030303,1.62337662337662,2.44665167236141,0.0145251713171413,0.01,0.01,Os11g0538900/Os03g0136900/Os06g0611900/Os01g0711400/Os02g0232400/Os11g0455800/Os09g0261300/Os03g0773800/Os01g0874900/Os12g0632700/Os07g0152900/Os04g0107200/Os05g0429000/Os01g0337900/Os07g0658400/Os07g0630800/Os06g0727200/Os03g0223400/Os06g0486800/Os08g0502700,20,Ksucc
Metabolism,Amino acid metabolism,dosa00250,Alanine, aspartate and glutamate metabolism,18/728,43/3900,0.418604651162791,2.24252491694352,3.92455331091084,0.000342468245216796,0.00580819073901204,0.00481408266805805,Os01g0558200/Os06g0265000/Os08g0248800/Os03g0313600/Os06g0548000/Os03g0171900/Os02g0797500/Os03g0338000/Os12g0235800/Os03g0794500/Os04g0614600/Os03g0223400/Os03g0305500/Os04g0447400/Os10g0390500/Os02g0134400/Os08g0502700/Os08g0205900,18,Ksucc
Metabolism,Carbohydrate metabolism,dosa00020,Citrate cycle (TCA cycle),18/728,50/3900,0.36,1.92857142857143,3.16552444766136,0.00274290883781265,0.0248821016001576,0.0206233747203958,Os07g0134800/Os01g0300200/Os11g0538900/Os03g0136900/Os02g0232400/Os02g0621700/Os12g0616900/Os03g0773800/Os07g0410100/Os12g0632700/Os10g0204400/Os01g0337900/Os03g0645100/Os09g0509200/Os01g0654500/Os07g0630800/Os04g0508200/Os06g0246500,18,Ksucc
Metabolism,Carbohydrate metabolism,dosa00052,Galactose metabolism,17/728,44/3900,0.386363636363636,2.06980519480519,3.41852095172069,0.00147521262550416,0.017032000312639,0.0141168672297049,Os02g0534400/Os01g0742500/Os10g0405600/Os06g0172800/Os09g0526700/Os07g0209100/Os08g0439000/Os05g0595100/Os07g0197100/Os03g0712700/Os09g0323000/Os09g0553200/Os06g0676700/Os01g0191700/Os03g0316200/Os05g0194900/Os06g0701200,17,Ksucc
Metabolism,Carbohydrate metabolism,dosa00053,Ascorbate and aldarate metabolism,17/728,46/3900,0.369565217391304,1.97981366459627,3.20215441323116,0.00259123702819315,0.0248821016001576,0.0206233747203958,Os01g0687800/Os01g0816700/Os11g0186200/Os05g0474600/Os04g0434800/Os04g0540600/Os06g0270900/Os12g0443500/Os12g0443600/Os03g0757900/Os04g0223300/Os02g0707100/Os03g0563100/Os06g0701200/Os11g0591100/Os10g0417600/Os12g0178100,17,Ksucc
Cellular Processes,Transport and catabolism,dosa04146,Peroxisome,17/728,70/3900,0.242857142857143,1.30102040816327,1.21736634513435,0.01,0.01,0.01,Os06g0103500/Os01g0159400/Os04g0617600/Os07g0152900/Os03g0265300/Os11g0558300/Os01g0654500/Os06g0727200/Os04g0508200/Os07g0665200/Os03g0429800/Os10g0457600/Os01g0107000/Os08g0502700/Os02g0226000/Os08g0557800/Os08g0561700,17,Ksucc
Metabolism,Lipid metabolism,dosa00071,Fatty acid degradation,15/728,43/3900,0.348837209302326,1.8687707641196,2.74403928022242,0.00842086483200059,0.01,0.01,Os01g0854800/Os06g0103500/Os01g0159400/Os11g0186200/Os11g0210600/Os02g0274100/Os02g0815500/Os04g0540600/Os11g0558300/Os06g0270900/Os11g0210300/Os03g0310400/Os01g0348600/Os10g0457600/Os07g0675000,15,Ksucc
Metabolism,Global and overview maps,dosa01200,Carbon metabolism,44/570,226/3900,0.194690265486726,1.33209129017233,2.12781593856337,0.024037353772849,0.01,0.01,Os04g0459500/Os03g0136900/Os06g0677400/Os01g0337900/Os07g0152900/Os04g0677500/Os01g0276700/Os01g0829800/Os03g0267300/Os06g0486800/Os02g0232400/Os06g0486900/Os10g0167300/Os03g0248600/Os11g0216000/Os02g0621700/Os03g0330200/Os06g0114650/Os04g0490800/Os10g0390500/Os03g0815200/Os01g0874900/Os03g0781400/Os04g0119400/Os11g0148500/Os07g0529000/Os06g0564500/Os04g0650800/Os03g0169100/Os07g0181000/Os06g0103500/Os07g0108300/Os01g0764900/Os02g0115700/Os05g0186300/Os01g0110400/Os02g0601300/Os01g0723400/Os09g0408600/Os04g0479200/Os03g0794500/Os04g0390000/Os01g0722700/Os01g0866400,44,Kla
Metabolism,Global and overview maps,dosa01230,Biosynthesis of amino acids,42/570,178/3900,0.235955056179775,1.61442933175636,3.47124834256555,0.000751089031751841,0.01,0.01,Os03g0655700/Os03g0760700/Os03g0136900/Os08g0559600/Os01g0927900/Os08g0135900/Os04g0677500/Os01g0276700/Os12g0624000/Os02g0232400/Os10g0167300/Os03g0248600/Os11g0216000/Os03g0330200/Os03g0264400/Os04g0659100/Os02g0655300/Os10g0390500/Os01g0375200/Os03g0231600/Os01g0874900/Os03g0781400/Os11g0148500/Os06g0564500/Os04g0650800/Os03g0169100/Os02g0436400/Os03g0305500/Os02g0797500/Os07g0181000/Os03g0617900/Os07g0108300/Os05g0549700/Os02g0601300/Os12g0138900/Os09g0294000/Os04g0479200/Os03g0850400/Os03g0431200/Os03g0826500/Os02g0749300/Os08g0441600,42,Kla
Metabolism,Global and overview maps,dosa01240,Biosynthesis of cofactors,33/570,190/3900,0.173684210526316,1.18836565096953,1.10124382230528,0.01,0.01,0.01,Os07g0618500/Os05g0460600/Os01g0337900/Os04g0557000/Os02g0572400/Os02g0791500/Os06g0270900/Os01g0736400/Os02g0196900/Os01g0976600/Os11g0143500/Os06g0196600/Os02g0647900/Os03g0268400/Os03g0231600/Os06g0109600/Os01g0874900/Os09g0345700/Os12g0443500/Os11g0191400/Os04g0455800/Os04g0540600/Os07g0167100/Os12g0615400/Os08g0496000/Os12g0443600/Os08g0532200/Os05g0511500/Os02g0273100/Os07g0529600/Os01g0271200/Os01g0238500/Os04g0610800,33,Kla
Metabolism,Carbohydrate metabolism,dosa00010,Glycolysis / Gluconeogenesis,21/570,112/3900,0.1875,1.28289473684211,1.25666877028871,0.01,0.01,0.01,Os05g0469600/Os01g0337900/Os06g0270900/Os04g0677500/Os01g0276700/Os03g0267300/Os10g0167300/Os03g0248600/Os11g0216000/Os03g0330200/Os02g0647900/Os04g0119400/Os11g0148500/Os04g0540600/Os07g0181000/Os11g0210300/Os02g0601300/Os07g0693100/Os09g0408600/Os01g0722700/Os01g0866400,21,Kla
Metabolism,Global and overview maps,dosa01210,2-Oxocarboxylic acid metabolism,20/570,70/3900,0.285714285714286,1.95488721804511,3.33498313236282,0.00177188115872124,0.01,0.01,Os03g0655700/Os03g0760700/Os03g0136900/Os08g0559600/Os01g0337900/Os01g0927900/Os02g0232400/Os02g0655300/Os10g0390500/Os03g0231600/Os04g0119400/Os02g0797500/Os03g0617900/Os07g0108300/Os12g0138900/Os09g0408600/Os04g0479200/Os03g0850400/Os03g0431200/Os04g0390000,20,Kla
Metabolism,Carbohydrate metabolism,dosa00620,Pyruvate metabolism,18/570,79/3900,0.227848101265823,1.55896069287142,2.07633882141818,0.0329434631937325,0.01,0.01,Os08g0191700/Os01g0337900/Os06g0270900/Os04g0677500/Os01g0276700/Os01g0829800/Os11g0216000/Os02g0647900/Os04g0119400/Os11g0148500/Os04g0540600/Os07g0181000/Os05g0186300/Os11g0210300/Os01g0110400/Os12g0138900/Os01g0723400/Os09g0408600,18,Kla
Metabolism,Carbohydrate metabolism,dosa00630,Glyoxylate and dicarboxylate metabolism,15/570,66/3900,0.227272727272727,1.55502392344498,1.88126313541359,0.0498560015377056,0.01,0.01,Os03g0136900/Os01g0337900/Os07g0152900/Os01g0829800/Os06g0486800/Os02g0232400/Os06g0486900/Os04g0490800/Os04g0659100/Os01g0874900/Os07g0529000/Os07g0108300/Os01g0764900/Os02g0115700/Os01g0110400,15,Kla
Cellular Processes,Transport and catabolism,dosa04146,Peroxisome,15/570,70/3900,0.214285714285714,1.46616541353383,1.62810200162594,0.01,0.01,0.01,Os07g0152900/Os04g0354600/Os02g0817700/Os01g0269000/Os03g0429800/Os12g0168700/Os04g0614000/Os04g0617600/Os03g0167600/Os06g0103500/Os09g0567500/Os02g0115700/Os06g0143000/Os03g0583800/Os01g0730800,15,Kla
Metabolism,Amino acid metabolism,dosa00260,Glycine, serine and threonine metabolism,14/570,54/3900,0.259259259259259,1.77387914230019,2.36895772312245,0.0200631455858799,0.01,0.01,Os03g0760700/Os01g0337900/Os01g0927900/Os08g0135900/Os06g0698785/Os03g0330200/Os01g0874900/Os06g0338200/Os04g0650800/Os04g0464200/Os07g0108300/Os05g0549700/Os09g0294000/Os03g0850400,14,Kla
Genetic Information Processing,Translation,dosa03008,Ribosome biogenesis in eukaryotes,13/570,67/3900,0.194029850746269,1.32757266300079,1.11883893639353,0.01,0.01,0.01,Os03g0352400/Os03g0350300/Os03g0350100/Os05g0519500/Os03g0824300/Os06g0109400/Os01g0375000/Os04g0650600/Os07g0661800/Os07g0636000/Os07g0603200/Os06g0600301/Os02g0290400,13,Kla
Metabolism,Amino acid metabolism,dosa00250,Alanine, aspartate and glutamate metabolism,12/570,43/3900,0.27906976744186,1.9094247246022,2.48066485767206,0.0171393319490331,0.01,0.01,Os08g0205900/Os04g0614500/Os03g0720300/Os04g0659100/Os10g0390500/Os03g0305500/Os02g0797500/Os07g0108300/Os03g0597600/Os01g0558200/Os03g0794500/Os04g0614600,12,Kla
Genetic Information Processing,Translation,dosa00970,Aminoacyl-tRNA biosynthesis,12/570,45/3900,0.266666666666667,1.82456140350877,2.30148949345818,0.0244238312011321,0.01,0.01,Os06g0103600/Os10g0182000/Os01g0372700/Os12g0540900/Os07g0675400/Os05g0150900/Os02g0754700/Os12g0443700/Os07g0165000/Os09g0503400/Os01g0271200/Os01g0687500,12,Kla
Metabolism,Carbohydrate metabolism,dosa00562,Inositol phosphate metabolism,12/570,51/3900,0.235294117647059,1.60990712074303,1.81370547921907,0.01,0.01,0.01,Os01g0102000/Os10g0369900/Os12g0183300/Os08g0428900/Os03g0826600/Os08g0307400/Os04g0661200/Os03g0726200/Os09g0518700/Os04g0691900/Os06g0561000/Os02g0554300,12,Kla
Metabolism,Carbohydrate metabolism,dosa00053,Ascorbate and aldarate metabolism,11/570,46/3900,0.239130434782609,1.63615560640732,1.79547080735865,0.01,0.01,0.01,Os02g0791500/Os06g0270900/Os11g0143500/Os02g0647900/Os04g0434800/Os12g0443500/Os02g0707100/Os04g0540600/Os12g0443600/Os11g0217300/Os06g0561000,11,Kla
Metabolism,Amino acid metabolism,dosa00280,Valine, leucine and isoleucine degradation,10/570,40/3900,0.25,1.71052631578947,1.86856598832722,0.01,0.01,0.01,Os06g0677400/Os01g0337900/Os06g0270900/Os02g0817700/Os01g0269000/Os02g0647900/Os03g0231600/Os04g0540600/Os01g0110400/Os03g0118800,10,Kla
Metabolism,Lipid metabolism,dosa00071,Fatty acid degradation,10/570,43/3900,0.232558139534884,1.59118727050184,1.61259909321077,0.01,0.01,0.01,Os06g0270900/Os02g0817700/Os12g0168700/Os02g0647900/Os01g0348600/Os02g0274100/Os04g0540600/Os06g0103500/Os11g0210300/Os01g0110400,10,Kla
Metabolism,Amino acid metabolism,dosa00220,Arginine biosynthesis,9/570,29/3900,0.310344827586207,2.12341197822142,2.5119928107881,0.0186931357275657,0.01,0.01,Os04g0659100/Os10g0390500/Os03g0305500/Os02g0797500/Os03g0617900/Os07g0108300/Os01g0558200/Os03g0431200/Os03g0794500,9,Kla
Environmental Information Processing,Membrane transport,dosa02010,ABC transporters,8/570,31/3900,0.258064516129032,1.76570458404075,1.77065788534287,0.01,0.01,0.01,Os02g0693700/Os01g0533900/Os03g0280000/Os03g0281900/Os01g0609900/Os03g0157400/Os01g0609300/Os06g0503100,8,Kla
Metabolism,Energy metabolism,dosa00910,Nitrogen metabolism,7/570,23/3900,0.304347826086957,2.08237986270023,2.15371210959004,0.0404714280046946,0.01,0.01,Os08g0468100/Os04g0659100/Os12g0153500/Os08g0468700/Os01g0764900/Os01g0558200/Os03g0794500,7,Kla
Metabolism,Carbohydrate metabolism,dosa00650,Butanoate metabolism,7/570,24/3900,0.291666666666667,1.99561403508772,2.02393553498464,0.01,0.01,0.01,Os01g0269000/Os08g0205900/Os04g0614500/Os03g0720300/Os01g0110400/Os03g0118800/Os04g0614600,7,Kla
