Sn	Sp	Acc	MCC	<<Cutoff
0.676056	0.75462	0.749282	0.24282	0.0685162
0.690141	0.75462	0.750239	0.25049	0.0684056
0.690141	0.753593	0.749282	0.249644	0.0682999
0.690141	0.752567	0.748325	0.248802	0.0678827
0.690141	0.75154	0.747368	0.247962	0.0676827
0.690141	0.750513	0.746411	0.247126	0.0675156
0.690141	0.749487	0.745455	0.246292	0.0664386
0.690141	0.74846	0.744498	0.245462	0.0661951
0.690141	0.747433	0.743541	0.244635	0.066166
0.690141	0.746407	0.742584	0.243811	0.0647377
0.690141	0.74538	0.741627	0.24299	0.0645122
0.690141	0.744353	0.74067	0.242172	0.0644066
0.690141	0.743326	0.739713	0.241357	0.0638292
0.690141	0.7423	0.738756	0.240545	0.0637492
0.690141	0.741273	0.737799	0.239736	0.0632857
0.690141	0.740246	0.736842	0.23893	0.0624925
0.690141	0.73922	0.735885	0.238126	0.0624257
0.690141	0.738193	0.734928	0.237326	0.0623833
0.690141	0.737166	0.733971	0.236528	0.0622165
0.690141	0.73614	0.733014	0.235733	0.0621253
0.704225	0.73614	0.733971	0.24329	0.0610274
0.704225	0.735113	0.733014	0.242493	0.0608005
0.704225	0.734086	0.732057	0.241698	0.060748
0.704225	0.73306	0.7311	0.240907	0.0605108
0.704225	0.732033	0.730144	0.240118	0.0602722
0.704225	0.731006	0.729187	0.239331	0.0595762
0.704225	0.729979	0.72823	0.238548	0.059519
0.704225	0.728953	0.727273	0.237767	0.0594434
0.704225	0.727926	0.726316	0.236989	0.0587148
0.704225	0.726899	0.725359	0.236213	0.0586869
0.704225	0.725873	0.724402	0.23544	0.0583475
0.704225	0.724846	0.723445	0.23467	0.0583139
0.704225	0.723819	0.722488	0.233902	0.0583062
0.704225	0.722793	0.721531	0.233137	0.0573702
0.704225	0.721766	0.720574	0.232374	0.0573587
0.704225	0.720739	0.719617	0.231614	0.0572425
0.704225	0.719713	0.71866	0.230856	0.0572112
0.71831	0.719713	0.719617	0.238322	0.0571622
0.71831	0.718686	0.71866	0.237562	0.0566067
0.71831	0.717659	0.717703	0.236805	0.0563536
0.71831	0.716632	0.716746	0.23605	0.0560384
0.71831	0.715606	0.715789	0.235298	0.0556576
0.71831	0.714579	0.714833	0.234547	0.0556539
0.71831	0.713552	0.713876	0.2338	0.0552462
0.71831	0.712526	0.712919	0.233054	0.055188
0.71831	0.711499	0.711962	0.232311	0.0550732
0.71831	0.710472	0.711005	0.23157	0.0542399
0.71831	0.709446	0.710048	0.230832	0.053959
0.732394	0.709446	0.711005	0.238244	0.0536568
0.732394	0.708419	0.710048	0.237504	0.0535323
0.732394	0.707392	0.709091	0.236766	0.0534257
0.732394	0.706366	0.708134	0.23603	0.053364
0.732394	0.705339	0.707177	0.235297	0.0532431
0.732394	0.704312	0.70622	0.234566	0.0531573
0.732394	0.703285	0.705263	0.233837	0.053109
0.746479	0.703285	0.70622	0.241214	0.05298
0.746479	0.702259	0.705263	0.240484	0.0525375
0.746479	0.701232	0.704306	0.239755	0.0524382
0.746479	0.700205	0.703349	0.239029	0.0523116
0.746479	0.699179	0.702392	0.238305	0.0521647
0.746479	0.698152	0.701435	0.237583	0.0520754
0.760563	0.698152	0.702392	0.244932	0.0519794
0.760563	0.697125	0.701435	0.244209	0.0519777
0.760563	0.696099	0.700478	0.243488	0.0518325
0.760563	0.695072	0.699522	0.242769	0.0517052
0.760563	0.694045	0.698565	0.242052	0.0516855
0.760563	0.693018	0.697608	0.241337	0.0514371
0.774648	0.693018	0.698565	0.248659	0.0513691
0.774648	0.691992	0.697608	0.247943	0.0512708
0.774648	0.690965	0.696651	0.247229	0.0510262
0.774648	0.689938	0.695694	0.246517	0.0504949
0.774648	0.688912	0.694737	0.245807	0.0503356
0.774648	0.687885	0.69378	0.245099	0.0503218
0.774648	0.686858	0.692823	0.244394	0.0502218
0.774648	0.685832	0.691866	0.24369	0.0500946
0.774648	0.684805	0.690909	0.242988	0.0499896
0.774648	0.683778	0.689952	0.242288	0.0499749
0.774648	0.682752	0.688995	0.241591	0.0492454
0.788732	0.682752	0.689952	0.248871	0.0491707
0.788732	0.681725	0.688995	0.248172	0.0489898
0.788732	0.680698	0.688038	0.247475	0.0489663
0.788732	0.679671	0.687081	0.246781	0.0487054
0.788732	0.678645	0.686124	0.246088	0.0485031
0.788732	0.677618	0.685167	0.245396	0.048369
0.788732	0.676591	0.684211	0.244707	0.0483246
0.788732	0.675565	0.683254	0.24402	0.0479599
0.788732	0.674538	0.682297	0.243335	0.0478579
0.788732	0.673511	0.68134	0.242651	0.0478566
0.788732	0.672485	0.680383	0.24197	0.0470263
0.788732	0.671458	0.679426	0.24129	0.046997
0.788732	0.670431	0.678469	0.240612	0.0468875
